ACT1_1,ACT1_2,DISTRESS,EMPLOY,FINGOALS,FSscore,FWBscore,GOALCONF,KHscore,LMscore,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,PPEDUC,PPHHSIZE,PPINCIMP,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,SAVEHABIT,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,agecat,HARDSHIP_TOTAL,FWB_high,FWBcat
3.0,2.0,4.0,2.0,1.0,38.0,48.0,3.0,-0.188,3,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4,0.0,0,Medium
5.0,4.0,2.0,2.0,1.0,59.0,64.0,3.0,0.242,2,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,4,4.0,4.0,4.0,3.0,6.0,2.0,2.0,3.0,4,0.0,1,High
5.0,5.0,3.0,2.0,1.0,74.0,61.0,4.0,0.242,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,7,5.0,5.0,5.0,5.0,6.0,1.0,3.0,4.0,2,0.0,1,High
2.0,2.0,4.0,2.0,0.0,36.0,43.0,2.0,-1.485,2,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2,0.0,0,Low
3.0,3.0,3.0,2.0,0.0,36.0,48.0,3.0,1.267,3,4.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,9,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3,0.0,0,Medium
4.0,3.0,4.0,6.0,1.0,41.0,45.0,3.0,-0.57,2,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3,3,2,5.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,5,4.0,0,Medium
5.0,3.0,5.0,2.0,1.0,54.0,43.0,3.0,0.242,3,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,8,5.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3,0.0,0,Low
4.0,3.0,4.0,2.0,1.0,44.0,53.0,3.0,0.242,3,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5,2,8,5.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,2,1.0,0,Medium
5.0,3.0,4.0,2.0,1.0,48.0,52.0,3.0,-0.188,3,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,9,4.0,4.0,4.0,2.0,5.0,1.0,2.0,3.0,4,0.0,0,Medium
4.0,3.0,1.0,3.0,0.0,32.0,40.0,3.0,-0.909,2,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5,1,1,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4,1.0,0,Low
5.0,5.0,2.0,2.0,1.0,82.0,69.0,4.0,1.267,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,5,4.0,4.0,5.0,4.0,6.0,2.0,3.0,4.0,6,0.0,1,High
4.0,3.0,4.0,2.0,0.0,45.0,45.0,2.0,0.712,3,4.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,7,4.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4,0.0,0,Medium
3.0,1.0,4.0,2.0,1.0,31.0,39.0,2.0,0.712,3,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4,5,7,3.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,4,4.0,0,Low
5.0,4.0,3.0,8.0,1.0,82.0,38.0,3.0,0.242,2,5.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,7,5.0,5.0,5.0,5.0,1.0,2.0,4.0,3.0,8,0.0,0,Low
5.0,3.0,3.0,2.0,1.0,60.0,57.0,4.0,-0.188,3,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,4.0,4.0,5.0,2.0,5.0,1.0,3.0,3.0,1,0.0,1,Medium
5.0,4.0,1.0,2.0,1.0,65.0,63.0,4.0,0.242,3,5.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,4,4.0,4.0,5.0,4.0,6.0,2.0,3.0,4.0,3,0.0,1,High
4.0,4.0,3.0,8.0,1.0,56.0,76.0,3.0,0.712,3,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,9,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,6,0.0,1,High
5.0,3.0,4.0,8.0,1.0,29.0,55.0,3.0,0.712,3,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,7,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,7,0.0,1,Medium
5.0,5.0,2.0,8.0,1.0,49.0,74.0,4.0,-0.188,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,5,5.0,4.0,4.0,4.0,5.0,,3.0,1.0,7,0.0,1,High
5.0,4.0,2.0,3.0,0.0,59.0,71.0,4.0,-0.188,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,7,5.0,5.0,5.0,5.0,6.0,1.0,3.0,3.0,6,0.0,1,High
4.0,4.0,3.0,8.0,1.0,44.0,54.0,4.0,0.242,3,5.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3,4,8,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,6,2.0,0,Medium
4.0,3.0,2.0,8.0,0.0,49.0,58.0,4.0,-0.57,2,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,1,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,5,0.0,1,Medium
5.0,5.0,2.0,2.0,1.0,72.0,70.0,4.0,1.267,3,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,9,2.0,3.0,4.0,4.0,6.0,2.0,4.0,4.0,3,0.0,1,High
3.0,3.0,4.0,7.0,0.0,42.0,48.0,1.0,-1.485,2,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3,6.0,0,Medium
4.0,3.0,4.0,2.0,1.0,45.0,43.0,2.0,0.712,3,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,8,2.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,6,0.0,0,Low
4.0,4.0,3.0,2.0,1.0,49.0,57.0,4.0,-0.188,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,4.0,4.0,4.0,4.0,6.0,2.0,3.0,4.0,2,0.0,1,Medium
5.0,4.0,2.0,8.0,1.0,65.0,84.0,4.0,0.242,3,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,7,5.0,5.0,5.0,5.0,6.0,2.0,3.0,3.0,6,0.0,1,High
4.0,4.0,4.0,2.0,1.0,57.0,52.0,4.0,0.712,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,4,2,9,5.0,5.0,5.0,5.0,6.0,2.0,3.0,3.0,4,1.0,0,Medium
5.0,4.0,3.0,2.0,1.0,60.0,54.0,4.0,-0.909,2,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,3,5.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,2,0.0,0,Medium
5.0,3.0,2.0,2.0,1.0,49.0,65.0,4.0,-0.57,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3,2,5,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2,1.0,1,High
2.0,4.0,2.0,5.0,0.0,37.0,66.0,4.0,-1.215,3,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,7,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2,0.0,1,High
5.0,4.0,2.0,8.0,0.0,61.0,85.0,4.0,-0.57,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,6,4.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,8,0.0,1,High
5.0,4.0,2.0,2.0,0.0,54.0,69.0,4.0,1.267,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,9,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,4,0.0,1,High
5.0,4.0,5.0,2.0,1.0,45.0,42.0,3.0,-0.909,1,5.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,5,5.0,4.0,4.0,5.0,3.0,1.0,3.0,3.0,2,0.0,0,Low
5.0,4.0,4.0,8.0,1.0,59.0,58.0,3.0,0.242,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,4,2.0,3.0,4.0,4.0,5.0,1.0,3.0,2.0,8,0.0,1,Medium
5.0,5.0,2.0,8.0,0.0,76.0,67.0,4.0,1.267,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,8,3.0,4.0,4.0,4.0,6.0,1.0,4.0,4.0,8,0.0,1,High
1.0,1.0,5.0,3.0,0.0,16.0,59.0,2.0,1.267,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,8,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1,0.0,1,Medium
3.0,1.0,2.0,2.0,0.0,14.0,34.0,2.0,-0.57,3,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,0.0,0,Low
5.0,4.0,3.0,2.0,1.0,52.0,56.0,3.0,-1.215,3,5.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,4,3,3,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2,1.0,1,Medium
4.0,3.0,5.0,3.0,0.0,37.0,40.0,2.0,0.242,2,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3,5,4,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4,5.0,0,Low
4.0,4.0,3.0,8.0,0.0,55.0,51.0,3.0,0.242,2,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,2,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,8,0.0,0,Medium
4.0,1.0,5.0,2.0,0.0,30.0,34.0,2.0,-1.215,1,3.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3,2,7,1.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,3,3.0,0,Low
2.0,2.0,3.0,2.0,0.0,36.0,49.0,3.0,-0.188,3,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,6,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5,0.0,0,Medium
4.0,3.0,5.0,2.0,1.0,41.0,17.0,3.0,-0.909,3,5.0,3.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,3,1,6,5.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2,4.0,0,Low
5.0,5.0,1.0,2.0,1.0,69.0,86.0,4.0,1.267,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,8,2.0,3.0,4.0,4.0,6.0,1.0,4.0,4.0,2,0.0,1,High
4.0,4.0,5.0,8.0,1.0,56.0,50.0,3.0,-0.188,3,4.0,4.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,4,2,9,4.0,4.0,4.0,4.0,6.0,2.0,3.0,3.0,4,3.0,0,Medium
4.0,3.0,3.0,2.0,0.0,54.0,49.0,3.0,0.712,3,4.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,3,5,5,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3,2.0,0,Medium
5.0,4.0,2.0,8.0,1.0,49.0,62.0,4.0,-0.188,2,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3,4.0,4.0,3.0,3.0,6.0,2.0,3.0,3.0,7,0.0,1,High
4.0,3.0,3.0,7.0,1.0,46.0,47.0,2.0,0.712,3,5.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4,4,9,4.0,5.0,4.0,4.0,3.0,1.0,4.0,2.0,4,1.0,0,Medium
2.0,3.0,3.0,7.0,1.0,41.0,69.0,3.0,-0.188,1,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,2,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4,0.0,1,High
5.0,3.0,3.0,4.0,1.0,45.0,67.0,3.0,0.242,3,5.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,9,3.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,6,0.0,1,High
4.0,4.0,3.0,2.0,1.0,49.0,54.0,3.0,-0.57,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,8,4.0,4.0,4.0,4.0,6.0,1.0,3.0,3.0,5,0.0,0,Medium
3.0,3.0,4.0,2.0,1.0,47.0,49.0,4.0,-1.713,1,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2,4,5,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2,2.0,0,Medium
5.0,5.0,3.0,8.0,0.0,51.0,66.0,4.0,0.712,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,7,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,7,0.0,1,High
4.0,4.0,1.0,1.0,1.0,63.0,86.0,4.0,0.712,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,8,5.0,5.0,5.0,5.0,6.0,1.0,4.0,4.0,4,0.0,1,High
3.0,3.0,2.0,2.0,0.0,45.0,62.0,3.0,-1.485,0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3,5,7,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4,6.0,1,High
4.0,3.0,4.0,2.0,1.0,40.0,46.0,3.0,0.712,3,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,6,4.0,2.0,4.0,2.0,6.0,2.0,2.0,3.0,2,0.0,0,Medium
5.0,4.0,5.0,4.0,1.0,48.0,51.0,2.0,-1.215,1,5.0,5.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1,5,3,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3,4.0,0,Medium
5.0,4.0,3.0,2.0,0.0,68.0,73.0,4.0,1.267,3,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,9,3.0,2.0,3.0,1.0,6.0,1.0,2.0,4.0,5,0.0,1,High
4.0,1.0,5.0,5.0,0.0,28.0,47.0,1.0,0.712,3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1,5,4,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1,1.0,0,Medium
4.0,5.0,3.0,2.0,1.0,59.0,84.0,4.0,-0.57,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,9,4.0,5.0,5.0,5.0,6.0,2.0,3.0,4.0,3,0.0,1,High
5.0,2.0,4.0,2.0,1.0,49.0,45.0,3.0,-0.188,2,4.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,5.0,4.0,5.0,2.0,2.0,1.0,3.0,2.0,3,0.0,0,Medium
5.0,5.0,2.0,8.0,1.0,59.0,81.0,4.0,0.242,3,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,7,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,6,0.0,1,High
4.0,4.0,3.0,2.0,1.0,47.0,63.0,3.0,-0.188,3,5.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,2,4.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,2,0.0,1,High
4.0,4.0,2.0,1.0,0.0,62.0,73.0,4.0,-0.57,3,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,2,3.0,3.0,4.0,4.0,6.0,1.0,3.0,3.0,5,0.0,1,High
5.0,5.0,1.0,2.0,1.0,85.0,75.0,4.0,-1.713,1,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,2,5.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,2,0.0,1,High
5.0,5.0,5.0,7.0,1.0,60.0,53.0,4.0,-0.909,2,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,5.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2,0.0,0,Medium
4.0,3.0,5.0,2.0,1.0,42.0,22.0,3.0,1.267,3,4.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,4,5,8,5.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,4,4.0,0,Low
5.0,4.0,2.0,8.0,1.0,59.0,65.0,4.0,0.242,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,7,2.0,4.0,4.0,4.0,6.0,1.0,4.0,4.0,5,0.0,1,High
4.0,3.0,4.0,2.0,1.0,57.0,62.0,3.0,0.712,3,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,8,4.0,4.0,3.0,3.0,6.0,2.0,2.0,3.0,4,0.0,1,High
5.0,3.0,4.0,5.0,1.0,34.0,45.0,3.0,0.242,3,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,1,4.0,2.0,4.0,2.0,6.0,2.0,2.0,3.0,1,0.0,0,Medium
4.0,4.0,3.0,8.0,1.0,56.0,60.0,3.0,0.242,3,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,7,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,6,0.0,1,Medium
5.0,4.0,4.0,2.0,0.0,54.0,68.0,4.0,0.712,3,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,7,4.0,4.0,2.0,1.0,5.0,1.0,4.0,4.0,2,0.0,1,High
5.0,2.0,3.0,2.0,0.0,39.0,52.0,2.0,-0.909,2,5.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,4,8,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3,6.0,0,Medium
5.0,5.0,4.0,2.0,0.0,59.0,78.0,4.0,1.267,3,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,9,2.0,2.0,4.0,2.0,6.0,2.0,2.0,3.0,4,0.0,1,High
4.0,4.0,3.0,8.0,1.0,51.0,67.0,3.0,1.267,3,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,7,3.0,4.0,4.0,2.0,6.0,2.0,3.0,3.0,7,0.0,1,High
5.0,5.0,3.0,8.0,1.0,57.0,58.0,3.0,1.267,3,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,8,4.0,4.0,4.0,4.0,6.0,2.0,3.0,3.0,8,0.0,1,Medium
4.0,4.0,2.0,2.0,1.0,58.0,52.0,4.0,1.267,3,5.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,6,3.0,4.0,4.0,3.0,6.0,1.0,3.0,4.0,2,0.0,0,Medium
4.0,3.0,4.0,2.0,1.0,43.0,47.0,3.0,-0.57,2,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,5,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2,0.0,0,Medium
4.0,3.0,5.0,3.0,1.0,37.0,46.0,3.0,0.242,3,5.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3,5,4,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,6,2.0,0,Medium
4.0,3.0,2.0,8.0,0.0,37.0,47.0,2.0,0.712,3,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,5,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,7,0.0,0,Medium
3.0,5.0,1.0,1.0,1.0,45.0,72.0,3.0,-1.713,1,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,4,3.0,3.0,3.0,3.0,6.0,1.0,3.0,3.0,4,0.0,1,High
5.0,4.0,4.0,2.0,1.0,60.0,69.0,3.0,-0.188,3,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,9,3.0,3.0,4.0,2.0,6.0,3.0,2.0,3.0,4,0.0,1,High
5.0,5.0,2.0,8.0,0.0,64.0,95.0,4.0,1.267,3,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,7,2.0,3.0,4.0,3.0,6.0,2.0,3.0,4.0,8,0.0,1,High
5.0,4.0,2.0,8.0,0.0,46.0,59.0,4.0,-0.909,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,8,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,7,0.0,1,Medium
4.0,3.0,5.0,8.0,0.0,45.0,65.0,3.0,-0.188,3,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,8,0.0,1,High
4.0,4.0,,1.0,1.0,56.0,60.0,3.0,-1.9,0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,1,4.0,4.0,4.0,3.0,5.0,,,,1,0.0,1,Medium
5.0,4.0,2.0,2.0,1.0,65.0,67.0,3.0,1.267,3,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,8,3.0,3.0,4.0,2.0,6.0,1.0,3.0,3.0,3,0.0,1,High
4.0,4.0,3.0,2.0,1.0,53.0,72.0,4.0,0.242,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,7,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,5,0.0,1,High
5.0,4.0,3.0,8.0,1.0,51.0,67.0,4.0,1.267,3,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,7,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,8,0.0,1,High
5.0,3.0,4.0,6.0,1.0,58.0,22.0,4.0,-0.57,3,5.0,4.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,2,1,1,5.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,4,3.0,0,Low
4.0,4.0,5.0,4.0,1.0,39.0,27.0,3.0,-1.713,2,5.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2,3,1,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2,3.0,0,Low
5.0,2.0,4.0,2.0,1.0,29.0,55.0,2.0,0.242,3,5.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,9,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3,0.0,1,Medium
3.0,3.0,3.0,2.0,0.0,42.0,43.0,2.0,-0.188,3,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,6,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,5,0.0,0,Low
5.0,4.0,4.0,2.0,1.0,57.0,54.0,4.0,0.712,3,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5,5,4,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,2,1.0,0,Medium
2.0,2.0,1.0,3.0,1.0,38.0,27.0,3.0,-0.57,2,4.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2,2,1,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2,3.0,0,Low
3.0,2.0,4.0,6.0,0.0,43.0,33.0,2.0,0.712,3,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,2,5.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4,0.0,0,Low
4.0,4.0,3.0,3.0,0.0,49.0,55.0,3.0,-0.188,3,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,7,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,6,0.0,1,Medium
4.0,3.0,4.0,4.0,0.0,39.0,47.0,3.0,-0.909,1,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2,5,1,5.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2,1.0,0,Medium
5.0,5.0,3.0,2.0,1.0,58.0,53.0,4.0,-0.57,0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3,5,4,5.0,4.0,4.0,3.0,6.0,1.0,4.0,4.0,3,1.0,0,Medium
5.0,3.0,2.0,7.0,1.0,45.0,63.0,3.0,-0.188,2,5.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,4.0,5.0,4.0,4.0,6.0,1.0,3.0,4.0,6,0.0,1,High
5.0,4.0,2.0,7.0,1.0,57.0,38.0,2.0,0.712,3,5.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3,3,3,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4,2.0,0,Low
4.0,3.0,3.0,2.0,1.0,40.0,54.0,3.0,0.242,3,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4,1,4,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,5,1.0,0,Medium
5.0,4.0,5.0,2.0,1.0,55.0,59.0,4.0,0.242,3,5.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,8,3.0,3.0,4.0,4.0,6.0,2.0,3.0,3.0,6,0.0,1,Medium
5.0,5.0,3.0,1.0,1.0,85.0,95.0,4.0,0.242,2,5.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,9,1.0,1.0,3.0,3.0,6.0,1.0,2.0,4.0,6,0.0,1,High
4.0,4.0,3.0,8.0,1.0,43.0,51.0,3.0,0.242,2,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,7,0.0,0,Medium
4.0,4.0,3.0,2.0,0.0,42.0,39.0,3.0,-1.9,1,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,4,2,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2,6.0,0,Low
