FWBscore,SAVEHABIT,SCFHORIZON,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,ACT1_1,ACT1_2,FINGOALS,GOALCONF,DISTRESS,ABSORBSHOCK,VOLATILITY,ENDSMEET,COVERCOSTS,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,EARNERS,PPHHSIZE,LIVINGARRANGEMENT,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,OUTLOOK_1,OUTLOOK_2,agecat,PPINCIMP,PPEDUC,EMPLOY,PPGENDER,PPETHM,LMscore,KHscore,FSscore,finalwt,row_missing_core_pct,HARDSHIP_TOTAL,FWB_high_54,FWB_high_56,FWBcat,behavior_cluster
54.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,1.0,2.0,5.0,2.0,0.0,3.0,5.0,4,3,1,4.0,2,4,2,-0.909,61.0,1.21652350246841,0.058823529411764705,6,1,0,Medium,2
42.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,0.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1,0,0,1,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4,2.0,3.0,3.0,1.0,25.0,4.0,4.0,4,3,4,7.0,1,1,2,-0.909,40.0,0.609367179579663,0.0,6,0,0,Low,2
43.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,2.0,2.0,2.0,0.0,5.0,5.0,5,3,1,2.0,2,4,1,-1.485,79.0,1.2155395768937,0.0,6,0,0,Low,1
51.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2,2.0,4.0,5.0,4.0,0.0,5.0,5.0,3,3,3,2.0,1,4,2,-0.57,54.0,0.427677135971195,0.0,6,0,0,Medium,1
55.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,0,0,0,1,0,1,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,2.0,2.0,2.0,2.0,85.0,4.0,2.0,2,4,2,4.0,2,1,2,-0.909,58.0,0.617369116628952,0.0,6,1,0,Medium,0
49.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4,2.0,1.0,2.0,1.0,7.0,3.0,3.0,4,3,2,1.0,1,4,3,0.242,41.0,1.32887395417777,0.0,6,0,0,Medium,0
63.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,2.0,100.0,5.0,3.0,7,7,4,8.0,2,1,3,-0.57,55.0,0.589284193232421,0.0,6,1,1,High,1
55.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,1.0,3.0,2.0,2.0,100.0,4.0,3.0,7,2,3,8.0,2,1,2,-0.188,51.0,0.668823476658071,0.0,6,1,0,Medium,1
39.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,4.0,3.0,0.0,5.0,3.0,6,1,3,8.0,2,4,2,-1.485,51.0,0.51628348511763,0.0,6,0,0,Low,2
61.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3,3.0,3.0,2.0,3.0,85.0,5.0,4.0,1,8,3,5.0,2,1,3,0.242,53.0,1.68718612344007,0.0,6,1,1,Medium,1
45.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3,2.0,1.0,1.0,1.0,100.0,5.0,5.0,4,5,2,2.0,1,1,3,1.267,47.0,1.32756071178087,0.0,6,0,0,Medium,2
60.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2,2.0,2.0,2.0,2.0,50.0,3.0,3.0,5,7,3,2.0,2,1,3,0.242,61.0,0.959400184803773,0.0,6,1,1,Medium,1
44.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,3.0,2.0,80.0,4.0,2.0,4,6,4,2.0,2,1,3,0.242,53.0,1.53084772126781,0.0,6,0,0,Medium,1
54.0,6.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3,2.0,3.0,1.0,1.0,80.0,5.0,3.0,5,8,5,2.0,1,2,3,1.267,64.0,0.34398243134871,0.0,6,1,0,Medium,1
48.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,0.0,2.0,5.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,2.0,2.0,4.0,2.0,100.0,2.0,4.0,5,8,2,2.0,2,1,3,0.242,29.0,0.821065000244912,0.0,6,0,0,Medium,2
72.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,2.0,3.0,1.0,100.0,2.0,2.0,6,6,2,8.0,2,1,3,1.267,56.0,0.541605881308155,0.0,6,1,1,High,1
65.0,6.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,3.0,3.0,3.0,80.0,3.0,5.0,7,7,5,8.0,1,1,3,0.712,53.0,0.322242695449367,0.0,6,1,1,High,1
67.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,2.0,1.0,80.0,4.0,5.0,4,9,4,7.0,1,1,3,1.267,53.0,0.986328867452414,0.0,6,1,1,High,2
88.0,6.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2.0,1.0,3.0,3.0,100.0,5.0,5.0,7,9,4,8.0,1,1,3,0.712,72.0,0.721776282697989,0.0,6,1,1,High,1
57.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,1,0,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,2.0,3.0,3.0,2.0,85.0,3.0,4.0,2,7,4,2.0,1,1,3,-0.188,58.0,0.760060876128717,0.0,6,1,1,Medium,1
56.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,3.0,5.0,3.0,90.0,5.0,5.0,5,8,5,3.0,2,1,3,-0.909,38.0,1.11080607275561,0.0,6,1,1,Medium,2
87.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2,2.0,3.0,4.0,3.0,100.0,3.0,3.0,6,8,2,8.0,2,1,3,1.267,58.0,0.727695340999046,0.0,6,1,1,High,1
51.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,3.0,3.0,3.0,3.0,50.0,3.0,3.0,1,1,3,5.0,1,2,2,-0.57,43.0,0.819407976172396,0.0,6,0,0,Medium,2
46.0,6.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0,1,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,2.0,4.0,3.0,3.0,0.0,5.0,5.0,3,6,4,1.0,1,4,2,0.242,69.0,0.952285836582119,0.0,6,0,0,Medium,1
39.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3,1.0,5.0,3.0,5.0,100.0,4.0,5.0,2,5,4,2.0,1,2,1,-0.57,49.0,0.961906816651887,0.0,6,0,0,Low,0
46.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,3.0,2.0,100.0,3.0,4.0,7,2,2,1.0,2,1,3,0.242,44.0,0.64647964995007,0.058823529411764705,6,0,0,Medium,2
60.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3,2.0,2.0,3.0,3.0,85.0,3.0,4.0,5,9,5,2.0,2,1,3,0.712,58.0,1.49264229520533,0.0,6,1,1,Medium,1
35.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,5.0,5.0,5.0,0.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,1.0,3.0,2.0,80.0,4.0,1.0,4,1,2,7.0,2,3,3,-0.909,42.0,1.50124706589456,0.0,6,0,0,Low,0
17.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,0.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,1,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2,3.0,2.0,5.0,2.0,50.0,5.0,2.0,2,2,2,3.0,1,1,1,-0.909,79.0,2.05122205544013,0.058823529411764705,6,0,0,Low,2
36.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,4.0,3.0,3.0,90.0,1.0,1.0,6,3,1,8.0,2,1,1,-0.909,15.0,0.914159192212371,0.0,6,0,0,Low,2
74.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2,2.0,1.0,4.0,1.0,95.0,5.0,5.0,5,8,3,2.0,2,1,3,0.242,63.0,0.904825573701167,0.0,6,1,1,High,1
44.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,0.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3,4.0,1.0,1.0,1.0,50.0,5.0,2.0,6,6,3,2.0,2,1,3,0.712,45.0,0.467155267860155,0.0,6,0,0,Medium,2
28.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,4.0,3.0,3.0,75.0,1.0,1.0,4,7,2,2.0,2,1,3,-0.57,32.0,1.22838138701652,0.0,6,0,0,Low,0
59.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2,4.0,2.0,3.0,2.0,100.0,3.0,3.0,6,5,2,2.0,2,1,3,0.712,51.0,0.541605881308155,0.0,6,1,1,Medium,2
68.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,2.0,3.0,3.0,2.0,97.0,3.0,4.0,3,6,5,2.0,2,1,3,1.267,60.0,0.951601278826497,0.0,6,1,1,High,1
62.0,6.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2,2.0,3.0,4.0,2.0,100.0,5.0,5.0,4,9,4,2.0,1,1,3,0.242,39.0,0.986328867452414,0.0,6,1,1,High,2
85.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2,2.0,3.0,3.0,3.0,80.0,5.0,3.0,7,8,2,8.0,2,1,3,0.242,64.0,0.657132330949578,0.0,6,1,1,High,1
55.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,3.0,3.0,3.0,0.0,3.0,2.0,2,7,3,6.0,1,1,2,-1.485,44.0,1.5142775349164,0.0,6,1,0,Medium,1
56.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1.0,2.0,4.0,2.0,100.0,5.0,5.0,4,3,2,2.0,2,1,2,-0.188,54.0,1.23062060000594,0.0,6,1,1,Medium,1
38.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2.0,4.0,3.0,2.0,50.0,4.0,4.0,6,4,2,2.0,2,1,3,1.267,38.0,0.716924559805053,0.058823529411764705,6,0,0,Low,2
62.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2,2.0,4.0,4.0,3.0,80.0,4.0,3.0,8,5,4,8.0,2,1,3,1.267,52.0,0.660584581656395,0.0,6,1,1,High,1
27.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,4.0,4.0,50.0,3.0,3.0,2,1,2,1.0,1,2,0,-0.909,47.0,2.98954922473847,0.0,6,0,0,Low,0
95.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,2.0,3.0,2.0,100.0,3.0,2.0,6,4,5,8.0,1,1,3,0.242,73.0,0.401397579150246,0.0,6,1,1,High,1
51.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,3.0,2.0,100.0,4.0,3.0,8,2,2,8.0,2,1,3,-0.909,41.0,0.703622855774183,0.0,6,0,0,Medium,2
54.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1.0,2.0,3.0,2.0,5.0,1.0,3.0,4,1,2,4.0,2,2,2,-0.57,76.0,0.952164766582127,0.0,6,1,0,Medium,1
36.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3,3.0,3.0,4.0,3.0,80.0,3.0,4.0,1,7,2,5.0,1,1,0,-0.909,63.0,2.67471359777768,0.0,6,0,0,Low,2
32.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,0.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2.0,2.0,2.0,1.0,90.0,3.0,2.0,4,7,3,4.0,2,1,3,-0.57,28.0,1.33770529143015,0.0,6,0,0,Low,2
59.0,4.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2,2.0,3.0,3.0,2.0,75.0,5.0,3.0,6,6,1,8.0,1,4,2,-0.188,44.0,1.41290395903476,0.0,6,1,1,Medium,1
51.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2,2.0,3.0,3.0,2.0,50.0,3.0,3.0,5,3,3,1.0,2,2,2,0.242,57.0,0.892682745809019,0.0,6,0,0,Medium,2
64.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4,2.0,2.0,4.0,1.0,100.0,3.0,4.0,7,8,5,3.0,1,1,3,0.242,59.0,0.428443646566966,0.0,6,1,1,High,1
60.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2.0,4.0,3.0,3.0,50.0,4.0,4.0,2,6,4,1.0,2,1,1,-0.57,46.0,1.022379906537,0.0,6,1,1,Medium,1
42.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,2.0,3.0,4.0,2.0,50.0,4.0,5.0,3,1,1,1.0,2,1,0,-0.909,51.0,1.248604059367,0.0,6,0,0,Low,0
49.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,2.0,1.0,10.0,4.0,4.0,2,4,4,2.0,2,1,3,1.267,66.0,0.759474135497227,0.0,6,0,0,Medium,1
55.0,5.0,1.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,2.0,3.0,1.0,95.0,5.0,3.0,7,6,3,8.0,2,1,2,-1.485,34.0,0.467732194611889,0.0,6,1,0,Medium,1
45.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3,2.0,2.0,2.0,1.0,100.0,2.0,1.0,4,2,1,6.0,1,1,2,-1.215,39.0,1.69534972278973,0.0,6,0,0,Medium,2
